0,0,0
1,485,0
2,2,0
3,0,1
4,1,2
5,682,0
6,1,2
7,4649,2
8,716,1
9,4651,2
10,58,1
11,3,0
12,0,2
13,2,3
14,4654,2
15,4648,2
16,478,4
17,1581,2
18,4648,0
19,0,1
20,0,1
21,0,1
22,1234,0
23,158,1
24,0,0
25,4649,1
26,2,2
27,1029,1
28,95,3
29,1,1
30,4789,1
31,0,3
32,86,0
33,0,2
34,0,2
35,105,2
36,0,0
37,6,1
38,23,2
39,671,0
40,660,0
41,4648,0
42,4648,0
43,4648,5
44,11,2
45,4,2
46,40,0
47,729,1
48,4648,1
49,931,2
50,0,1
51,1528,2
52,18,2
53,0,2
54,0,1
55,4648,1
56,1544,2
57,1341,1
58,130,1
59,4648,1
60,5,0
61,677,0
62,0,1
63,1,1
64,4648,1
65,30,0
66,0,0
67,0,0
68,102,2
69,4648,0
70,1,1
71,0,1
72,3,0
73,0,0
74,4648,2
75,0,0
76,0,0
77,55,1
78,1213,0
79,158,0
80,4652,6
81,6,0
82,0,1
83,0,1
84,4649,4
85,0,1
86,0,1
87,4649,2
88,0,0
89,1796,2
90,279,1
91,18,2
92,1785,2
93,90,2
94,7,1
95,4648,1
96,1,1
97,0,3
98,0,0
99,508,2
100,704,0
101,4651,1
102,615,1
103,0,0
104,0,2
105,0,0
106,444,1
107,218,1
108,495,1
109,351,1
110,419,0
111,4884,1
112,0,1
113,0,0
114,152,2
115,2,1
116,139,2
117,0,1
118,4648,1
119,0,0
120,1211,7
121,0,0
122,0,1
123,0,1
124,0,0
125,1,2
126,174,1
127,0,2
128,732,0
129,0,1
130,2,0
131,2,1
132,0,0
133,0,1
134,252,1
135,367,1
136,1552,0
137,4649,2
138,1,0
139,4656,2
140,4648,1
141,0,2
142,743,3
143,0,0
144,3,2
145,4,0
146,1468,1
147,137,1
148,0,1
149,925,1
150,1,1
151,4648,2
152,293,2
153,1170,1
154,0,0
155,0,0
156,0,0
157,0,0
158,458,1
159,0,0
160,0,0
161,208,1
162,1583,1
163,0,0
164,4648,2
165,4648,0
166,1,1
167,0,0
168,752,0
169,0,2
170,0,0
171,1574,1
172,1241,1
173,4649,1
174,4669,1
175,0,0
176,1,3
177,9,1
178,0,0
179,452,0
180,0,0
181,0,2
182,52,1
183,0,1
184,3,1
185,146,1
186,79,1
187,0,0
188,7,0
189,0,1
190,4648,1
191,35,2
192,0,2
193,1307,0
194,177,1
195,61,1
196,0,0
197,0,2
198,0,0
199,57,0
200,4648,0
201,0,0
202,0,2
203,0,0
204,4654,2
205,0,1
206,0,7
207,0,1
208,1,0
209,0,1
210,0,0
211,0,3
212,0,2
213,4648,1
214,86,1
215,1255,1
216,0,1
217,0,0
218,139,3
219,725,0
220,5,2
221,97,2
222,4,2
223,0,2
224,9,0
225,0,1
226,11,0
227,4,0
228,4651,0
229,3,0
230,592,1
231,56,0
232,0,0
233,7,1
234,5,1
235,0,1
236,86,2
237,0,0
238,4648,1
239,6,0
240,0,2
241,4648,1
242,1421,3
243,73,0
244,271,1
245,12,2
246,4648,1
247,0,0
248,0,5
249,4648,0
250,4651,1
251,0,0
252,0,0
253,1,0
254,4651,2
255,741,0
256,421,0
257,1357,1
258,4648,1
259,4648,1
260,67,0
261,0,2
262,71,0
263,4652,2
264,929,1
265,12,2
266,4648,1
267,4648,1
268,0,2
269,4648,1
270,701,0
271,682,0
272,145,1
273,18,0
274,4,2
275,426,0
276,60,0
277,0,0
278,4648,1
279,0,2
280,0,0
281,0,2
282,0,1
283,0,3
284,0,0
285,4650,1
286,4653,1
287,0,2
288,0,1
289,1377,1
290,680,0
291,0,1
292,80,1
293,35,1
294,18,0
295,4648,2
296,4649,2
297,0,1
298,4648,0
299,76,3
300,502,0
301,0,2
302,4648,2
303,601,0
304,480,1
305,0,1
306,4648,2
307,0,1
308,0,0
309,18,0
310,704,0
311,4648,1
312,1124,2
313,266,1
314,16,1
315,456,0
316,31,1
317,1178,0
318,1,0
319,57,1
320,40,0
321,0,1
322,0,2
323,4649,1
324,41,0
325,660,0
326,4649,2
327,3,2
328,0,1
329,4649,2
330,726,0
331,21,2
332,0,1
333,0,1
334,4649,0
335,419,0
336,1215,2
337,178,2
338,0,0
339,1,0
340,4649,1
341,1,1
342,557,0
343,0,0
344,4648,1
345,4648,1
346,1233,0
347,5,1
348,4648,0
349,1342,0
350,28,0
351,451,0
352,0,0
353,0,0
354,0,0
355,4648,2
356,4649,1
357,1,3
358,0,0
359,4648,1
360,15,0
361,17,0
362,9,0
363,0,0
364,4652,1
365,661,0
366,40,0
367,0,0
368,131,1
369,810,2
370,0,1
371,4648,0
372,4648,1
373,0,0
374,15,2
375,6,0
376,1588,1
377,0,0
378,676,4
379,4650,1
380,5,1
381,2,2
382,4648,0
383,28,7
384,4648,2
385,0,1
386,548,1
387,157,1
388,4648,0
389,1,1
390,1386,0
391,6,1
392,0,2
393,4664,1
394,1548,1
395,0,1
396,1023,1
397,0,2
398,666,2
399,1,0
400,0,1
401,0,1
402,4648,0
403,4650,3
404,1024,1
405,8,2
406,9,0
407,0,2
408,4648,1
409,12,0
410,0,1
411,4648,1
412,4648,1
413,4648,1
414,441,1
415,1,1
416,4675,1
417,1633,1
418,1277,0
419,9,1
420,4,4
421,1,2
422,708,1
423,427,1
424,0,0
425,5,0
426,0,1
427,5,0
428,427,1
429,1208,0
430,4649,1
431,1,1
432,1,0
433,0,0
434,274,1
435,0,1
436,4648,1
437,4,0
438,1,0
439,0,0
440,4648,1
441,31,2
442,701,0
443,23,2
444,3,0
445,4650,1
446,16,1
447,58,0
448,8,0
449,1363,1
450,1,2
451,0,0
452,0,1
453,3,2
454,0,2
455,1,2
456,4648,0
457,0,1
458,4648,1
459,77,1
460,1546,1
461,4648,0
462,1,2
463,29,0
464,1752,3
465,4648,1
466,4649,2
467,4648,1
468,0,2
469,0,1
470,0,2
471,0,1
472,983,1
473,0,2
474,0,2
475,4648,1
476,4651,1
477,0,0
478,0,2
479,0,2
480,4649,2
481,4648,1
482,0,2
483,1297,3
484,0,2
485,4648,0
486,2,1
487,4649,1
488,1,0
489,0,1
490,0,0
491,838,1
492,0,1
493,74,1
494,1400,1
495,4648,0
496,1520,0
497,704,1
498,4648,0
499,4649,1
500,1,0
501,0,0
502,4648,1
503,4648,1
504,300,2
505,4648,0
506,4648,1
507,4649,2
508,1,0
509,1334,1
510,0,2
511,0,0
512,0,0
513,4673,1
514,1790,1
515,4885,1
516,0,0
517,280,2
518,1540,0
519,217,1
520,1728,2
521,4648,1
522,4648,0
523,4648,1
524,6,0
525,0,0
526,0,1
527,4648,0
528,4648,0
529,151,2
530,0,1
531,0,1
532,0,0
533,155,2
534,766,0
535,10,1
536,0,0
537,4648,1
538,0,1
539,4648,1
540,4648,0
541,4648,1
542,4652,1
