74,0
335,1
441,2
589,3
1097,4
1098,5
1113,6
1163,7
1190,8
1266,9
1433,10
1498,11
1589,12
1611,13
2130,14
2252,15
2273,16
2330,17
2411,18
2578,19
2750,20
2867,21
3056,22
3170,23
3226,24
3413,25
3426,26
3595,27
3627,28
3669,29
3829,30
4358,31
4451,32
4458,33
4553,34
4852,35
4955,36
5307,37
5366,38
5441,39
5501,40
5882,41
5953,42
5980,43
6143,44
6232,45
6310,46
6320,47
6334,48
6563,49
6568,50
6613,51
6855,52
6860,53
7031,54
7230,55
7305,56
7448,57
7689,58
7729,59
7731,60
7920,61
7974,62
8125,63
8245,64
8549,65
8570,66
8591,67
8828,68
9084,69
9218,70
9437,71
9441,72
9490,73
9680,74
9787,75
9970,76
10412,77
10538,78
10982,79
11028,80
11046,81
11052,82
11210,83
11242,84
11506,85
11608,86
11620,87
11664,88
11707,89
11754,90
11910,91
11970,92
12128,93
12180,94
12472,95
12491,96
12570,97
12595,98
12644,99
12654,100
12802,101
12877,102
12972,103
13038,104
13101,105
13377,106
13384,107
13387,108
13393,109
13508,110
13511,111
13583,112
13755,113
14073,114
14201,115
14263,116
14329,117
14651,118
14699,119
14724,120
14757,121
14822,122
14931,123
14959,124
15158,125
15318,126
15405,127
15694,128
15856,129
16132,130
16186,131
16227,132
16235,133
16281,134
16361,135
16438,136
16448,137
16574,138
16759,139
16835,140
16925,141
16944,142
17021,143
17060,144
17387,145
17748,146
17877,147
17882,148
17929,149
17937,150
18137,151
18176,152
18258,153
18513,154
18691,155
18828,156
18862,157
18977,158
19029,159
19133,160
19241,161
19297,162
19392,163
19435,164
19701,165
19740,166
19831,167
19892,168
19953,169
20028,170
20050,171
20278,172
20319,173
20403,174
20729,175
20740,176
20760,177
20812,178
20862,179
20919,180
20971,181
20984,182
21008,183
21009,184
21292,185
21334,186
21492,187
21578,188
21670,189
21744,190
21747,191
22020,192
22124,193
22257,194
22348,195
22369,196
22574,197
22602,198
22875,199
22928,200
22981,201
23147,202
23202,203
23290,204
23411,205
23925,206
23982,207
24113,208
24139,209
24152,210
24309,211
24329,212
24568,213
24944,214
25047,215
25142,216
25236,217
25394,218
25462,219
25778,220
25857,221
25899,222
25965,223
26023,224
26161,225
26164,226
26193,227
26350,228
26367,229
26510,230
26520,231
26637,232
26825,233
26952,234
27102,235
27136,236
27221,237
27916,238
28002,239
28015,240
28166,241
28316,242
28432,243
28619,244
28692,245
28772,246
28863,247
28918,248
29067,249
29334,250
29365,251
29600,252
29604,253
29609,254
29791,255
29808,256
29867,257
29884,258
29909,259
29978,260
30250,261
30431,262
30664,263
30925,264
30928,265
31022,266
31067,267
31158,268
31263,269
31274,270
31324,271
31380,272
31441,273
31442,274
31556,275
31606,276
31617,277
31685,278
31697,279
31765,280
31823,281
31969,282
31971,283
32045,284
32071,285
32193,286
32301,287
32333,288
32366,289
32401,290
32409,291
32433,292
32807,293
32971,294
33161,295
33316,296
33481,297
33560,298
33580,299
33666,300
33995,301
34094,302
34172,303
34249,304
34382,305
34617,306
34867,307
34880,308
34899,309
34988,310
35021,311
35076,312
35338,313
35464,314
35587,315
35697,316
35719,317
35864,318
36106,319
36310,320
36312,321
36327,322
36402,323
36468,324
36521,325
36537,326
36645,327
36849,328
36934,329
36975,330
36987,331
37026,332
37197,333
37658,334
37730,335
37794,336
37865,337
37931,338
38061,339
38100,340
38291,341
38302,342
38321,343
38466,344
38490,345
38579,346
38805,347
38936,348
38977,349
39013,350
39258,351
39342,352
39406,353
39637,354
39656,355
39661,356
39828,357
40124,358
40225,359
40230,360
40294,361
40501,362
40648,363
40695,364
40743,365
40922,366
41283,367
41420,368
41431,369
41462,370
41874,371
41899,372
41976,373
42234,374
42589,375
42993,376
